Weekly_GenAI_Hours,Traditional_Study_Hours,Perceived_AI_Dependency,Burnout_Risk_Level,Anxiety_Level_During_Exams,Institutional_Policy
22.83,20.1,3,medium,6,allowed_with_citation
3.49,10.19,4,medium,6,allowed_with_citation
3.54,14.82,1,low,6,actively_encouraged
5.87,6.25,4,medium,6,actively_encouraged
17.02,6.98,6,high,6,actively_encouraged
26.62,7.93,4,high,6,allowed_with_citation
10.02,17.52,3,low,6,allowed_with_citation
13.3,12.78,7,medium,6,allowed_with_citation
3.6,15.54,4,low,6,allowed_with_citation
6.98,12.99,3,high,6,strict_ban
8.29,12.97,4,low,6,actively_encouraged
6.79,12.43,2,medium,6,allowed_with_citation
15.99,15.65,5,medium,6,allowed_with_citation
20.44,9.72,7,medium,6,actively_encouraged
0.14,18.21,1,low,6,strict_ban
3.17,16.13,2,low,6,allowed_with_citation
1.28,14.13,3,medium,6,allowed_with_citation
18.74,9.47,5,high,6,strict_ban
7.87,12.72,2,medium,6,actively_encouraged
40.0,1.0,9,medium,6,actively_encouraged
3.11,16.4,2,low,6,strict_ban
4.54,1.63,4,low,6,actively_encouraged
6.92,10.51,3,high,6,actively_encouraged
36.41,3.99,7,high,6,allowed_with_citation
4.33,12.23,4,high,6,strict_ban
1.13,7.38,1,medium,6,strict_ban
2.98,13.14,3,medium,6,allowed_with_citation
0.48,14.53,2,medium,6,allowed_with_citation
0.14,13.43,4,medium,6,allowed_with_citation
12.41,15.33,5,medium,6,allowed_with_citation
20.62,1.0,7,high,6,allowed_with_citation
2.56,15.92,3,medium,6,actively_encouraged
0.99,10.04,6,medium,6,actively_encouraged
6.06,11.33,5,medium,6,allowed_with_citation
1.4,14.21,3,medium,6,allowed_with_citation
7.52,9.03,4,low,6,allowed_with_citation
6.71,23.89,5,low,6,allowed_with_citation
4.45,6.29,2,low,6,allowed_with_citation
5.47,8.39,4,low,6,allowed_with_citation
2.23,5.14,3,low,6,strict_ban
2.81,18.55,5,low,6,actively_encouraged
11.0,10.0,4,medium,6,actively_encouraged
4.26,11.37,4,medium,6,actively_encouraged
31.95,8.6,9,high,6,allowed_with_citation
9.76,6.06,5,low,6,actively_encouraged
20.84,9.43,6,high,6,actively_encouraged
22.59,8.45,4,medium,6,allowed_with_citation
2.79,3.37,1,low,6,allowed_with_citation
9.77,12.49,2,low,6,strict_ban
35.64,16.05,7,high,6,allowed_with_citation
1.93,17.79,1,low,6,allowed_with_citation
16.72,7.15,6,high,6,actively_encouraged
9.81,16.38,5,high,6,actively_encouraged
10.94,18.23,4,medium,6,allowed_with_citation
0.99,4.38,4,medium,6,allowed_with_citation
12.83,6.83,2,low,6,allowed_with_citation
6.07,8.96,3,medium,6,strict_ban
8.93,9.13,5,high,6,allowed_with_citation
7.0,7.48,4,medium,6,allowed_with_citation
9.67,9.89,4,medium,6,allowed_with_citation
2.96,13.67,3,low,6,allowed_with_citation
5.28,17.85,4,high,6,allowed_with_citation
5.46,9.96,4,medium,6,actively_encouraged
9.56,13.62,6,high,6,actively_encouraged
8.24,13.39,3,low,6,strict_ban
1.76,10.56,2,medium,6,allowed_with_citation
0.64,2.2,2,medium,6,allowed_with_citation
3.89,14.29,2,low,6,actively_encouraged
12.53,11.17,5,medium,6,allowed_with_citation
2.46,15.86,3,low,6,allowed_with_citation
8.16,15.84,5,low,6,actively_encouraged
7.74,17.55,4,low,6,allowed_with_citation
15.13,8.3,4,high,6,strict_ban
4.42,5.15,5,medium,6,allowed_with_citation
7.21,11.17,4,medium,6,allowed_with_citation
27.43,5.01,4,high,6,strict_ban
2.42,10.09,3,medium,6,actively_encouraged
6.51,8.07,4,low,6,actively_encouraged
4.38,20.13,3,low,6,actively_encouraged
7.16,5.46,5,medium,6,strict_ban
19.81,6.82,5,high,6,actively_encouraged
9.28,13.78,5,high,6,actively_encouraged
8.41,8.71,6,low,6,allowed_with_citation
10.33,11.05,4,high,6,allowed_with_citation
16.12,13.0,6,medium,6,allowed_with_citation
17.82,2.52,7,high,6,allowed_with_citation
13.05,13.32,5,high,6,actively_encouraged
5.59,16.81,4,medium,6,actively_encouraged
2.84,5.77,4,medium,6,allowed_with_citation
1.12,7.33,3,low,6,allowed_with_citation
0.1,12.72,5,medium,6,actively_encouraged
6.26,9.93,5,medium,6,strict_ban
0.36,20.22,5,low,6,strict_ban
33.31,4.93,9,high,6,strict_ban
11.8,6.09,3,high,6,strict_ban
5.67,18.12,2,medium,6,strict_ban
31.12,13.91,10,high,6,strict_ban
10.75,7.13,3,medium,6,allowed_with_citation
11.25,6.71,3,high,6,strict_ban
7.94,10.8,4,medium,6,strict_ban
21.24,13.6,4,high,6,allowed_with_citation
2.7,9.06,3,medium,6,allowed_with_citation
40.0,8.98,8,high,6,actively_encouraged
17.15,18.67,3,medium,6,strict_ban
2.22,14.76,3,low,6,allowed_with_citation
4.35,2.82,5,medium,6,allowed_with_citation
14.75,11.65,4,high,6,allowed_with_citation
25.14,9.02,3,high,6,actively_encouraged
7.42,15.26,1,low,6,strict_ban
0.35,19.85,4,low,6,strict_ban
2.61,1.39,3,medium,6,allowed_with_citation
0.99,11.53,4,medium,6,strict_ban
5.54,18.01,3,medium,6,actively_encouraged
1.91,5.45,3,low,6,actively_encouraged
20.29,8.67,6,medium,6,strict_ban
3.47,8.67,1,low,6,strict_ban
16.83,7.64,5,medium,6,allowed_with_citation
0.03,8.76,3,medium,6,strict_ban
30.42,16.41,6,high,6,allowed_with_citation
1.03,15.43,2,medium,6,actively_encouraged
6.24,7.23,3,low,6,allowed_with_citation
31.2,6.33,9,high,6,actively_encouraged
8.14,14.3,5,low,6,allowed_with_citation
7.96,18.2,4,medium,6,actively_encouraged
26.4,17.42,8,high,6,actively_encouraged
32.92,12.37,6,high,6,allowed_with_citation
12.13,5.3,5,medium,6,actively_encouraged
15.12,8.36,4,medium,6,strict_ban
26.73,5.34,6,high,6,actively_encouraged
0.34,19.14,1,low,6,allowed_with_citation
2.63,9.3,1,low,6,allowed_with_citation
3.6,11.15,5,medium,6,actively_encouraged
13.39,1.0,3,low,6,actively_encouraged
2.12,8.17,3,low,6,allowed_with_citation
3.09,12.43,4,low,6,actively_encouraged
1.42,7.36,6,low,6,allowed_with_citation
4.48,1.0,4,low,6,actively_encouraged
20.05,17.89,3,high,6,allowed_with_citation
22.98,4.68,7,high,6,allowed_with_citation
10.26,14.33,3,high,6,strict_ban
18.39,5.81,6,high,6,allowed_with_citation
3.91,1.52,2,medium,6,actively_encouraged
40.0,10.31,8,high,6,allowed_with_citation
10.34,16.87,5,high,6,actively_encouraged
4.97,11.88,4,high,6,actively_encouraged
10.89,1.97,5,high,6,actively_encouraged
20.23,9.96,3,medium,6,allowed_with_citation
18.76,11.08,3,high,6,allowed_with_citation
3.64,8.49,2,medium,6,strict_ban
0.33,19.65,5,medium,6,actively_encouraged
9.76,14.42,2,medium,6,strict_ban
1.95,9.12,3,medium,6,actively_encouraged
17.25,5.37,6,high,6,actively_encouraged
0.94,24.74,4,low,6,actively_encouraged
1.81,5.85,2,low,6,allowed_with_citation
10.17,19.93,4,medium,6,actively_encouraged
6.92,19.6,3,low,6,allowed_with_citation
6.58,9.16,4,medium,6,actively_encouraged
7.97,13.31,6,medium,6,allowed_with_citation
2.11,6.71,1,medium,6,allowed_with_citation
12.8,15.18,6,medium,6,actively_encouraged
21.06,14.36,5,medium,6,allowed_with_citation
1.57,4.39,2,low,6,allowed_with_citation
4.63,12.1,1,high,6,strict_ban
7.59,4.27,3,low,6,actively_encouraged
1.71,13.3,3,low,6,strict_ban
9.2,14.19,5,high,6,actively_encouraged
0.97,3.25,1,low,6,actively_encouraged
3.91,19.14,4,medium,6,actively_encouraged
9.41,12.46,4,high,6,allowed_with_citation
6.17,6.68,5,medium,6,strict_ban
2.03,1.0,5,medium,6,actively_encouraged
3.94,9.96,3,medium,6,allowed_with_citation
18.2,18.58,4,high,6,allowed_with_citation
5.32,8.87,4,medium,6,strict_ban
5.98,6.55,6,low,6,strict_ban
1.81,19.55,4,low,6,actively_encouraged
6.69,9.7,1,low,6,actively_encouraged
3.18,5.41,2,medium,6,strict_ban
0.57,11.97,2,medium,6,strict_ban
0.47,13.05,2,low,6,allowed_with_citation
1.98,12.98,5,low,6,allowed_with_citation
18.05,10.87,3,low,6,actively_encouraged
18.73,10.05,6,high,6,allowed_with_citation
9.02,15.54,4,low,6,strict_ban
9.85,13.62,4,low,6,allowed_with_citation
2.03,16.87,4,medium,6,actively_encouraged
10.84,11.38,2,low,6,actively_encouraged
13.76,11.97,5,medium,6,actively_encouraged
21.03,4.96,6,medium,6,allowed_with_citation
0.95,15.02,1,high,6,allowed_with_citation
7.7,13.27,2,low,6,allowed_with_citation
2.19,12.91,5,low,6,allowed_with_citation
12.22,14.23,3,medium,6,allowed_with_citation
9.17,21.39,4,low,6,strict_ban
15.31,10.93,2,high,6,strict_ban
28.05,22.92,9,high,6,allowed_with_citation
11.25,11.87,5,low,6,actively_encouraged
27.11,14.16,5,medium,6,actively_encouraged
9.13,14.0,4,high,6,allowed_with_citation
0.37,9.66,1,medium,6,strict_ban
1.39,4.5,1,medium,6,allowed_with_citation
21.88,1.0,4,low,6,allowed_with_citation
22.27,12.91,6,medium,6,allowed_with_citation
3.58,15.45,2,medium,6,allowed_with_citation
1.38,14.55,4,high,6,strict_ban
6.67,3.6,4,low,6,allowed_with_citation
10.09,4.87,4,high,6,allowed_with_citation
9.56,11.93,4,high,6,actively_encouraged
5.75,7.66,6,high,6,actively_encouraged
12.98,17.57,3,high,6,strict_ban
13.81,17.76,3,medium,6,allowed_with_citation
31.31,2.78,7,high,6,allowed_with_citation
0.94,11.82,4,medium,6,allowed_with_citation
5.61,9.89,4,medium,6,allowed_with_citation
9.32,14.64,3,high,6,allowed_with_citation
9.51,10.1,6,medium,6,allowed_with_citation
11.43,19.98,2,low,6,allowed_with_citation
8.82,8.0,1,medium,6,actively_encouraged
6.27,12.9,5,low,6,allowed_with_citation
5.18,20.95,4,medium,6,actively_encouraged
21.05,18.47,4,medium,6,actively_encouraged
2.59,8.29,1,medium,6,strict_ban
24.4,13.99,4,high,6,actively_encouraged
4.77,3.42,4,low,6,allowed_with_citation
8.3,10.11,5,high,6,actively_encouraged
2.71,1.45,2,medium,6,strict_ban
2.58,12.38,4,low,6,allowed_with_citation
0.69,12.63,2,medium,6,strict_ban
4.23,13.03,5,low,6,allowed_with_citation
1.76,15.35,1,medium,6,allowed_with_citation
24.69,7.9,6,high,6,actively_encouraged
8.05,10.31,1,medium,6,actively_encouraged
7.39,19.84,4,high,6,allowed_with_citation
3.38,16.87,3,low,6,allowed_with_citation
0.12,3.54,1,low,6,actively_encouraged
1.9,5.87,4,medium,6,allowed_with_citation
9.13,5.85,2,low,6,allowed_with_citation
8.41,17.1,3,medium,6,strict_ban
0.35,15.75,3,high,6,actively_encouraged
2.94,9.9,3,medium,6,strict_ban
10.27,17.77,5,medium,6,allowed_with_citation
9.22,7.5,4,low,6,allowed_with_citation
22.48,14.23,5,medium,6,strict_ban
4.38,2.13,2,medium,6,allowed_with_citation
0.36,9.68,3,low,6,actively_encouraged
7.77,5.46,1,low,6,allowed_with_citation
13.7,14.0,4,medium,6,allowed_with_citation
12.85,2.91,4,high,6,actively_encouraged
21.57,17.69,7,medium,6,actively_encouraged
21.28,2.51,4,high,6,allowed_with_citation
2.16,9.66,2,low,6,actively_encouraged
1.08,15.17,4,low,6,allowed_with_citation
9.18,10.7,4,medium,6,allowed_with_citation
18.76,12.23,5,medium,6,strict_ban
12.18,16.23,4,high,6,allowed_with_citation
14.47,9.16,5,high,6,strict_ban
2.11,11.58,1,low,6,strict_ban
1.55,17.57,5,medium,6,actively_encouraged
22.66,13.27,3,high,6,strict_ban
18.39,7.02,6,low,6,allowed_with_citation
1.56,5.28,3,low,6,actively_encouraged
1.18,7.64,2,medium,6,strict_ban
10.93,14.45,2,medium,6,allowed_with_citation
12.38,18.5,5,medium,6,allowed_with_citation
4.99,10.33,3,low,6,strict_ban
3.01,7.87,1,low,6,strict_ban
31.89,13.08,10,high,6,actively_encouraged
20.87,9.26,5,medium,6,allowed_with_citation
3.17,13.12,3,low,6,allowed_with_citation
2.88,14.52,3,low,6,allowed_with_citation
0.91,7.32,4,low,6,actively_encouraged
3.21,19.86,1,low,6,strict_ban
8.99,12.92,4,low,6,actively_encouraged
11.92,10.75,4,high,6,strict_ban
25.33,7.79,7,high,6,allowed_with_citation
5.6,12.69,3,medium,6,allowed_with_citation
5.1,14.51,4,high,6,actively_encouraged
10.57,6.18,2,high,6,strict_ban
0.48,12.02,2,medium,6,strict_ban
4.54,13.85,4,medium,6,strict_ban
22.47,11.24,5,high,6,actively_encouraged
3.53,1.0,1,low,6,allowed_with_citation
0.61,6.26,4,medium,6,allowed_with_citation
5.33,7.0,4,low,6,allowed_with_citation
1.78,15.6,5,medium,6,actively_encouraged
24.69,5.01,7,medium,6,actively_encouraged
1.03,13.14,2,low,6,allowed_with_citation
5.56,13.79,6,low,6,allowed_with_citation
0.11,17.29,1,medium,6,allowed_with_citation
1.04,19.55,4,low,6,allowed_with_citation
1.93,4.87,3,medium,6,actively_encouraged
4.03,18.02,1,low,6,allowed_with_citation
0.99,9.25,2,low,6,allowed_with_citation
2.16,11.37,2,medium,6,allowed_with_citation
6.23,10.52,2,medium,6,actively_encouraged
5.15,9.7,4,medium,6,actively_encouraged
5.31,7.79,2,medium,6,allowed_with_citation
6.39,10.3,2,medium,6,allowed_with_citation
2.27,15.61,2,low,6,allowed_with_citation
25.43,12.62,5,medium,6,allowed_with_citation
11.62,11.78,5,medium,6,strict_ban
2.32,16.73,2,low,6,allowed_with_citation
5.75,10.38,2,high,6,allowed_with_citation
36.75,2.8,7,high,6,allowed_with_citation
11.12,4.61,2,medium,6,strict_ban
24.46,6.84,8,high,6,actively_encouraged
18.79,12.98,4,high,6,strict_ban
6.57,9.16,1,high,6,allowed_with_citation
16.52,17.33,4,medium,6,actively_encouraged
2.69,9.31,2,low,6,allowed_with_citation
3.07,8.62,5,medium,6,allowed_with_citation
3.51,3.11,4,medium,6,strict_ban
6.76,14.03,4,medium,6,actively_encouraged
6.02,14.64,3,medium,6,strict_ban
6.15,19.53,4,medium,6,strict_ban
11.39,1.92,4,high,6,strict_ban
19.24,7.27,4,high,6,allowed_with_citation
3.76,7.64,5,low,6,actively_encouraged
0.49,11.1,4,medium,6,allowed_with_citation
2.78,10.81,2,medium,6,allowed_with_citation
15.7,10.49,3,medium,6,allowed_with_citation
16.69,10.26,6,high,6,strict_ban
1.95,7.05,3,medium,6,strict_ban
9.35,9.03,6,medium,6,allowed_with_citation
14.62,7.47,6,medium,6,actively_encouraged
21.04,10.02,3,medium,6,actively_encouraged
6.05,9.46,3,low,6,actively_encouraged
3.91,4.9,1,medium,6,allowed_with_citation
12.81,4.09,2,medium,6,strict_ban
17.36,14.35,3,medium,6,strict_ban
28.06,13.51,6,high,6,allowed_with_citation
0.3,7.99,3,low,6,strict_ban
10.38,7.0,4,medium,6,allowed_with_citation
1.6,10.41,1,low,6,allowed_with_citation
10.27,8.9,4,medium,6,strict_ban
12.0,12.53,7,high,6,actively_encouraged
8.75,16.66,2,low,6,strict_ban
13.94,20.65,3,medium,6,strict_ban
11.72,19.05,3,medium,6,allowed_with_citation
5.42,1.0,4,high,6,strict_ban
6.89,7.25,5,medium,6,strict_ban
1.31,17.42,1,low,6,actively_encouraged
0.91,9.72,1,low,6,allowed_with_citation
2.85,4.62,3,low,6,actively_encouraged
0.27,12.19,1,medium,6,allowed_with_citation
13.26,7.87,6,low,6,actively_encouraged
7.43,12.15,5,low,6,allowed_with_citation
13.74,5.45,3,high,6,allowed_with_citation
2.29,25.43,4,medium,6,actively_encouraged
2.06,11.23,3,high,6,actively_encouraged
15.14,3.89,5,medium,6,allowed_with_citation
15.88,4.13,5,medium,6,allowed_with_citation
4.55,13.58,5,low,6,actively_encouraged
0.19,3.26,2,medium,6,allowed_with_citation
2.43,15.06,2,medium,6,strict_ban
6.31,3.59,3,medium,6,allowed_with_citation
5.24,15.3,6,medium,6,strict_ban
2.46,8.7,4,medium,6,actively_encouraged
2.09,6.62,2,low,6,strict_ban
7.38,6.24,3,medium,6,strict_ban
17.33,5.78,5,medium,6,actively_encouraged
5.28,17.75,3,medium,6,allowed_with_citation
9.99,9.05,3,medium,6,allowed_with_citation
5.26,16.46,3,low,6,allowed_with_citation
1.28,20.61,4,medium,6,allowed_with_citation
7.11,8.13,4,medium,6,allowed_with_citation
2.7,8.81,3,low,6,allowed_with_citation
16.06,5.69,5,medium,6,actively_encouraged
1.62,11.37,4,high,6,actively_encouraged
5.87,14.89,4,low,6,allowed_with_citation
9.43,6.91,6,medium,6,strict_ban
8.1,17.49,4,medium,6,allowed_with_citation
33.75,1.0,9,high,6,allowed_with_citation
16.08,17.35,5,medium,6,strict_ban
27.31,13.02,5,medium,6,strict_ban
7.91,9.17,4,high,6,allowed_with_citation
14.42,4.38,3,medium,6,allowed_with_citation
8.55,11.04,5,medium,6,allowed_with_citation
33.49,12.95,9,high,6,allowed_with_citation
4.53,2.59,3,high,6,actively_encouraged
2.76,4.95,1,high,6,allowed_with_citation
1.34,11.59,2,low,6,allowed_with_citation
1.69,9.82,4,medium,6,allowed_with_citation
19.03,12.02,4,medium,6,actively_encouraged
5.87,15.92,2,medium,6,allowed_with_citation
0.46,7.78,2,low,6,allowed_with_citation
6.39,6.48,5,high,6,actively_encouraged
8.96,13.51,5,high,6,allowed_with_citation
21.78,14.41,5,low,6,allowed_with_citation
6.08,8.79,6,medium,6,actively_encouraged
11.07,18.24,4,high,6,strict_ban
4.71,12.73,2,medium,6,strict_ban
28.97,8.45,7,high,6,actively_encouraged
35.11,3.62,4,high,6,allowed_with_citation
8.31,18.33,4,low,6,strict_ban
12.6,9.97,3,medium,6,actively_encouraged
3.8,6.99,2,low,6,allowed_with_citation
19.98,21.29,5,medium,6,actively_encouraged
20.49,14.87,6,high,6,actively_encouraged
12.18,12.53,6,high,6,strict_ban
17.84,11.92,5,high,6,actively_encouraged
16.63,7.03,5,high,6,strict_ban
25.94,18.05,5,high,6,actively_encouraged
6.06,16.72,4,low,6,strict_ban
7.4,7.46,2,medium,6,allowed_with_citation
11.52,14.51,4,medium,6,actively_encouraged
11.62,22.13,4,low,6,allowed_with_citation
28.82,6.37,5,high,6,actively_encouraged
0.79,8.71,1,low,6,strict_ban
3.48,12.02,2,low,6,allowed_with_citation
3.66,11.96,4,medium,6,allowed_with_citation
3.41,4.35,3,medium,6,allowed_with_citation
6.23,11.57,5,low,6,allowed_with_citation
30.86,7.06,5,medium,6,allowed_with_citation
10.84,13.72,5,high,6,strict_ban
40.0,9.41,10,high,6,allowed_with_citation
1.59,12.04,2,high,6,allowed_with_citation
25.25,10.73,7,high,6,allowed_with_citation
3.3,8.27,4,medium,6,allowed_with_citation
3.96,18.86,5,medium,6,allowed_with_citation
11.74,7.86,4,medium,6,actively_encouraged
0.11,8.12,3,low,6,allowed_with_citation
4.92,10.22,5,low,6,allowed_with_citation
13.25,12.47,2,high,6,allowed_with_citation
2.46,8.21,1,low,6,strict_ban
8.58,12.27,5,high,6,allowed_with_citation
4.81,16.77,1,low,6,allowed_with_citation
10.07,11.29,5,low,6,actively_encouraged
18.18,4.98,3,medium,6,actively_encouraged
2.95,14.13,1,high,6,allowed_with_citation
5.85,12.9,4,low,6,allowed_with_citation
12.63,14.64,7,medium,6,allowed_with_citation
17.46,1.0,4,medium,6,allowed_with_citation
2.59,25.57,2,medium,6,allowed_with_citation
2.2,12.41,2,low,6,actively_encouraged
4.78,16.45,5,medium,6,allowed_with_citation
5.98,5.46,3,high,6,allowed_with_citation
15.14,13.79,7,medium,6,strict_ban
24.91,10.65,7,high,6,allowed_with_citation
3.16,12.54,5,low,6,actively_encouraged
5.06,11.01,3,medium,6,allowed_with_citation
6.21,15.06,2,medium,6,allowed_with_citation
0.28,2.36,4,low,6,strict_ban
3.43,5.71,1,low,6,allowed_with_citation
11.43,9.48,1,high,6,strict_ban
2.27,5.58,2,medium,6,allowed_with_citation
14.26,14.02,4,medium,6,strict_ban
21.08,7.44,9,high,6,actively_encouraged
4.85,14.95,4,high,6,allowed_with_citation
3.67,13.29,5,low,6,allowed_with_citation
10.98,5.84,3,medium,6,allowed_with_citation
8.2,11.22,5,high,6,actively_encouraged
1.81,6.07,1,medium,6,actively_encouraged
13.08,12.46,6,high,6,strict_ban
12.62,6.26,5,medium,6,allowed_with_citation
0.48,6.14,4,low,6,allowed_with_citation
10.34,6.84,4,low,6,actively_encouraged
4.32,12.69,3,low,6,allowed_with_citation
2.21,1.0,4,low,6,allowed_with_citation
23.72,14.57,7,medium,6,actively_encouraged
2.31,14.96,1,low,6,allowed_with_citation
9.6,6.52,4,medium,6,strict_ban
6.98,7.86,3,high,6,allowed_with_citation
18.08,10.47,6,medium,6,allowed_with_citation
36.3,1.0,7,high,6,allowed_with_citation
2.52,15.19,3,low,6,strict_ban
34.0,3.29,6,medium,6,actively_encouraged
3.36,15.5,4,low,6,actively_encouraged
16.3,1.0,5,high,6,strict_ban
1.21,6.08,5,medium,6,strict_ban
3.38,11.28,5,medium,6,allowed_with_citation
15.24,11.83,3,high,6,allowed_with_citation
13.69,8.07,3,high,6,actively_encouraged
1.86,15.06,5,medium,6,allowed_with_citation
6.42,17.15,5,medium,6,allowed_with_citation
28.26,6.71,8,high,6,allowed_with_citation
20.28,10.07,8,medium,6,allowed_with_citation
3.95,7.49,1,medium,6,actively_encouraged
1.5,18.76,2,low,6,allowed_with_citation
10.23,24.62,4,medium,6,strict_ban
0.89,13.43,1,medium,6,actively_encouraged
2.83,16.23,5,low,6,allowed_with_citation
1.68,10.8,6,medium,6,allowed_with_citation
25.75,5.56,7,high,6,actively_encouraged
7.68,8.15,3,high,6,allowed_with_citation
11.8,7.25,5,medium,6,actively_encouraged
5.13,12.5,4,low,6,actively_encouraged
36.0,3.74,7,high,6,allowed_with_citation
29.52,12.47,8,medium,6,allowed_with_citation
0.52,13.38,2,medium,6,actively_encouraged
4.07,7.87,2,low,6,actively_encouraged
17.56,7.98,4,high,6,actively_encouraged
10.59,6.88,4,medium,6,allowed_with_citation
8.71,12.38,3,medium,6,allowed_with_citation
2.94,16.15,4,medium,6,allowed_with_citation
2.83,4.62,4,medium,6,actively_encouraged
18.3,3.05,5,high,6,allowed_with_citation
18.42,10.88,6,high,6,allowed_with_citation
8.43,13.16,2,medium,6,allowed_with_citation
30.24,1.0,8,high,6,allowed_with_citation
0.17,7.09,3,medium,6,allowed_with_citation
13.24,11.7,3,low,6,actively_encouraged
5.55,6.81,4,medium,6,actively_encouraged
1.63,15.44,2,high,6,actively_encouraged
29.53,9.07,8,high,6,allowed_with_citation
8.05,9.0,3,low,6,strict_ban
8.49,19.7,2,low,6,actively_encouraged
15.39,13.24,5,low,6,actively_encouraged
1.78,9.6,3,medium,6,strict_ban
3.3,24.55,1,low,6,actively_encouraged
0.56,13.23,4,low,6,allowed_with_citation
40.0,5.35,10,high,6,actively_encouraged
9.39,6.49,5,medium,6,allowed_with_citation
6.22,10.17,3,high,6,strict_ban
7.98,4.87,3,high,6,actively_encouraged
6.36,9.67,2,medium,6,actively_encouraged
14.08,5.45,4,high,6,strict_ban
0.25,8.18,1,medium,6,strict_ban
16.54,10.9,7,high,6,strict_ban
5.71,7.9,4,medium,6,allowed_with_citation
39.61,17.71,6,high,6,allowed_with_citation
11.64,11.65,3,medium,6,allowed_with_citation
2.36,16.81,2,medium,6,allowed_with_citation
2.82,1.19,5,medium,6,actively_encouraged
